0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0.011246
0.015,0.019974
0.016,-0.159121
0.017,-0.29575
0.018,-0.217197
0.019,-0.183291
0.02,-0.234653
0.021,-0.35903
0.022,-0.263188
0.023,0.00856
0.024,0.235828
0.025,0.402335
0.026,0.398978
0.027,0.252613
0.028,0.087785
0.029,-0.114641
0.03,-0.230625
0.031,-0.219547
0.032,-0.11313
0.033,-0.161303
0.034,-0.197391
0.035,-0.21619
0.036,-0.175235
0.037,-0.046494
0.038,0.071
0.039,0.083925
0.04,0.043473
0.041,0.120684
0.042,0.289204
0.043,0.330999
0.044,0.166339
0.045,0.097353
0.046,0.206958
0.047,0.324788
0.048,0.303639
0.049,0.071336
0.05,-0.200412
0.051,-0.366247
0.052,-0.403677
0.053,-0.374807
0.054,-0.266041
0.055,-0.215351
0.056,-0.161974
0.057,-0.058244
0.058,-0.043473
0.059,0.019638
0.06,0.16466
0.061,0.243549
0.062,0.216693
0.063,0.169024
0.064,0.081071
0.065,-0.244724
0.066,-0.625071
0.067,-0.661662
0.068,-0.464439
0.069,-0.117495
0.07,0.242374
0.071,0.433219
0.072,0.375814
0.073,0.105242
0.074,-0.026017
0.075,-0.059083
0.076,-0.035416
0.077,0.129747
0.078,0.414084
0.079,0.636316
0.08,0.606775
0.081,0.277119
0.082,-0.103731
0.083,-0.34023
0.084,-0.277958
0.085,-0.130419
0.086,-0.027527
0.087,-0.107591
0.088,-0.167346
0.089,-0.130755
0.09,-0.052873
0.091,0.0663
0.092,0.125216
0.093,0.093828
0.094,-0.005539
0.095,-0.177249
0.096,-0.315389
0.097,-0.331502
0.098,-0.423148
0.099,-0.476692
0.1,-0.223743
0.101,-0.241367
0.102,-0.247242
0.103,0.113802
0.104,0.473838
0.105,0.613321
0.106,0.528725
0.107,0.277119
0.108,0.044312
0.109,-0.013596
0.11,-0.054047
0.111,-0.363226
0.112,-0.646388
0.113,-0.512612
0.114,-0.104906
0.115,0.322103
0.116,0.550378
0.117,0.590661
0.118,0.594522
0.119,0.493309
0.12,0.265705
0.121,0.012253
0.122,-0.184466
0.123,-0.39176
0.124,-0.560784
0.125,-0.393607
0.126,-0.037766
0.127,0.12253
0.128,0.095506
0.129,0.036927
0.13,0.000168
0.131,-0.084428
0.132,-0.211994
0.133,-0.415091
0.134,-0.538964
0.135,-0.55407
0.136,-0.43624
0.137,-0.088121
0.138,0.279805
0.139,0.522179
0.14,0.590661
0.141,0.523522
0.142,0.374136
0.143,0.13193
0.144,-0.085603
0.145,-0.285512
0.146,-0.486931
0.147,-0.420127
0.148,-0.270237
0.149,-0.431205
0.15,-0.580087
0.151,-0.343084
0.152,0.103227
0.153,0.609461
0.154,0.990814
0.155,1.092866
0.156,0.927703
0.157,0.543328
0.158,0.130755
0.159,-0.225757
0.16,-0.571191
0.161,-0.923171
0.162,-1.097063
0.163,-0.87953
0.164,-0.071336
0.165,0.71017
0.166,0.888426
0.167,0.708492
0.168,0.466789
0.169,0.213336
0.17,-0.011582
0.171,-0.210315
0.172,-0.382361
0.173,-0.588647
0.174,-0.826993
0.175,-0.868788
0.176,-0.580087
0.177,-0.01796
0.178,0.352316
0.179,0.368765
0.18,0.321935
0.181,0.422812
0.182,0.528222
0.183,0.410391
0.184,0.173724
0.185,0.097185
0.186,0.050355
0.187,-0.251103
0.188,-0.623728
0.189,-0.737865
0.19,-0.468803
0.191,-0.047333
0.192,0.277119
0.193,0.342245
0.194,0.278798
0.195,0.135454
0.196,0.035752
0.197,0.174899
0.198,0.268727
0.199,-0.023499
0.2,-0.391424
0.201,-0.350637
0.202,0.024506
0.203,0.352987
0.204,0.395285
0.205,0.238849
0.206,0.034577
0.207,-0.099702
0.208,-0.129915
0.209,-0.203937
0.21,-0.287861
0.211,-0.52369
0.212,-0.66099
0.213,-0.655284
0.214,-0.533425
0.215,-0.04448
0.216,0.437247
0.217,0.683314
0.218,0.731655
0.219,0.660487
0.22,0.399313
0.221,0.097856
0.222,-0.18027
0.223,-0.200412
0.224,-0.124712
0.225,-0.062272
0.226,-0.026184
0.227,0.059754
0.228,0.117327
0.229,0.091814
0.23,0.007218
0.231,-0.245563
0.232,-0.423987
0.233,-0.49482
0.234,-0.323613
0.235,0.02182
0.236,0.338888
0.237,0.453025
0.238,0.296925
0.239,-0.019303
0.24,-0.165835
0.241,-0.252277
0.242,-0.218708
0.243,-0.161471
0.244,-0.140993
0.245,-0.052705
0.246,0.001846
0.247,-0.017456
0.248,-0.074357
0.249,-0.200244
0.25,-0.282658
0.251,-0.560952
0.252,-0.567666
0.253,-0.123034
0.254,0.520836
0.255,0.860563
0.256,0.845121
0.257,0.588647
0.258,0.407706
0.259,0.292561
0.26,0.087114
0.261,-0.146868
0.262,-0.282994
0.263,-0.10927
0.264,0.063951
0.265,0.034073
0.266,-0.194873
0.267,-0.28333
0.268,-0.238682
0.269,-0.544167
0.27,-0.740551
0.271,-0.599054
0.272,-0.303807
0.273,0.176242
0.274,0.585962
0.275,0.619532
0.276,0.579583
0.277,0.604089
0.278,0.56347
0.279,0.297932
0.28,-0.151064
0.281,-0.372122
0.282,-0.421134
0.283,-0.410391
0.284,-0.212162
0.285,0.085771
0.286,0.250599
0.287,0.121858
0.288,-0.086275
0.289,-0.096849
0.29,-0.084428
0.291,-0.082246
0.292,-0.24271
0.293,-0.415091
0.294,-0.359533
0.295,-0.075532
0.296,0.227436
0.297,-0.173724
0.298,-0.680797
0.299,-0.637659
0.3,-0.105913
0.301,0.379843
0.302,0.569177
0.303,0.466117
0.304,0.255634
0.305,0.120684
0.306,0.061601
0.307,0.105913
0.308,0.181445
0.309,0.176242
0.31,-0.038773
0.311,-0.212162
0.312,-0.060426
0.313,0.100206
0.314,-0.001007
0.315,-0.126223
0.316,-0.49868
0.317,-0.774121
0.318,-0.380514
0.319,0.319081
0.32,0.910246
0.321,1.020355
0.322,0.792081
0.323,0.44564
0.324,0.168353
0.325,-0.072175
0.326,-0.24741
0.327,-0.459571
0.328,-0.770428
0.329,-0.857038
0.33,-0.661326
0.331,-0.264027
0.332,0.050858
0.333,0.029206
0.334,-0.067979
0.335,0.03508
0.336,0.295918
0.337,0.454536
0.338,0.446983
0.339,0.318074
0.34,0.233143
0.341,0.122026
0.342,-0.0047
0.343,-0.116655
0.344,-0.308171
0.345,-0.536446
0.346,-0.70782
0.347,-0.834882
0.348,-0.822797
0.349,-0.391089
0.35,0.477867
0.351,0.918303
0.352,0.774624
0.353,0.656458
0.354,0.590661
0.355,0.505394
0.356,0.258656
0.357,-0.060258
0.358,-0.621546
0.359,-0.943984
0.36,-0.757672
0.361,-0.284337
0.362,0.086275
0.363,0.371786
0.364,0.45034
0.365,0.475853
0.366,0.481895
0.367,0.338216
0.368,0.136126
0.369,-0.181277
0.37,-0.541146
0.371,-0.631449
0.372,-0.345937
0.373,-0.015274
0.374,-0.075364
0.375,-0.211994
0.376,-0.165667
0.377,-0.090135
0.378,-0.207629
0.379,-0.319249
0.38,-0.048508
0.381,0.340902
0.382,0.321767
0.383,0.21384
0.384,0.370108
0.385,0.571191
0.386,0.528222
0.387,0.343587
0.388,0.137804
0.389,-0.014435
0.39,-0.129076
0.391,-0.252949
0.392,-0.343755
0.393,-0.492973
0.394,-0.838911
0.395,-0.687175
0.396,-0.074189
0.397,0.283162
0.398,0.262684
0.399,0.18648
0.4,0.086442
0.401,0.041794
0.402,0.123201
0.403,0.268055
0.404,0.275776
0.405,0.153246
0.406,0.085771
0.407,0.02031
0.408,-0.079561
0.409,-0.15761
0.41,-0.194705
0.411,-0.180438
0.412,-0.219379
0.413,-0.382528
0.414,-0.536782
0.415,-0.644205
0.416,-0.353994
0.417,0.093828
0.418,0.468131
0.419,0.428855
0.42,0.374136
0.421,0.320592
0.422,0.111284
0.423,0.061265
0.424,0.28014
0.425,0.198901
0.426,-0.091814
0.427,-0.213169
0.428,-0.146868
0.429,-0.154925
0.43,-0.107759
0.431,0.023667
0.432,-0.141161
0.433,-0.52369
0.434,-0.397467
0.435,0.034745
0.436,0.663844
0.437,0.96463
0.438,0.675929
0.439,0.244221
0.44,0.073854
0.441,0.049851
0.442,-0.112291
0.443,-0.506737
0.444,-0.559274
0.445,-0.348119
0.446,-0.039109
0.447,0.181781
0.448,0.17171
